"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"40","الدكتور والمريضة , راحت له تفحص حملها 
������������

������������

https://t.co/l6Ckvs7chw   

للمشاهدة اضغط ع الصور المتحركة داخل الرابط",0,FALSE,FALSE,"832348836857262080",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",FALSE,"Thu Feb 16 22:00:01 +0000 2017",NA,NA,"ar",0,FALSE,NA,"829392377538367498",NA,FALSE,"Wed Feb 08 18:12:07 +0000 2017",97,1292,0,FALSE,NA,"ميمي الدلوعة",NA,"ar",NA,4423,"mmhoman0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://bit.ly/2aFCR3W","https://t.co/l6Ckvs7chw"
"41","@rt_nagmallayl مساء الورد
 do",0,FALSE,FALSE,"832348853672300545","rt_nagmallayl","<a href=""http://nagmallayl.com/"" rel=""nofollow"">تطبيق قلان الحويطي</a>",FALSE,"Thu Feb 16 22:00:05 +0000 2017",NA,"2882831024","ar",0,FALSE,NA,"809239403751231493",NA,FALSE,"Thu Dec 15 03:31:23 +0000 2016",2091,1,0,FALSE,NA,"زوز المالك ..'","Pacific Time (US & Canada)","ar",-28800,0,"wmf9jvO7ZftncYq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","She hates his plans for her town. What he does to her heart is something else.
THE PROFITEER… https://t.co/q6kS5KrE5i",0,FALSE,TRUE,"832348853642919937",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:00:05 +0000 2017",NA,NA,"en",1279,FALSE,"USA","2410057062","#ASMSG author.  Hope to connect with readers, fellow writers/authors, friends. #MAGA",FALSE,"Tue Mar 25 04:23:21 +0000 2014",88773,15118,20270,FALSE,"http://evanasher.weebly.com/","Evan Asher","Central Time (US & Canada)","en",-21600,14515,"evanasher555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/832348853642919937","https://t.co/q6kS5KrE5i"
"43","#NuevoLaredo #Redactor
POR PRIMERA VEZ NUEVO LAREDO ES SEDE DE UNA REUNIÓN DE LA ANAC.

https://t.co/qMODAmjvG1 https://t.co/bdnA5bK9Vj",0,FALSE,FALSE,"832348845254254594",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Thu Feb 16 22:00:03 +0000 2017",NA,NA,"es",0,FALSE,"Tamaulipas, México","793495795492278273","Todo sobre Tamaulipas",FALSE,"Tue Nov 01 16:51:54 +0000 2016",601,5,0,FALSE,NA,"RedactordeTamaulipas",NA,"es",NA,43,"RedactorTamps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://goo.gl/9fcN33","https://t.co/qMODAmjvG1"
"44","Instant Switch Review By Sandy Hot New Self-help Offer!
 https://t.co/jsOR0xidE7 https://t.co/KcfIcHS4Tt",0,FALSE,FALSE,"832348853672226816",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",FALSE,"Thu Feb 16 22:00:05 +0000 2017",NA,NA,"en",61,FALSE,"Canada","15058545","Entrepreneur,Blogger And  Life Enthusiast",FALSE,"Mon Jun 09 13:59:42 +0000 2008",2054,900,191,FALSE,"http://bowtrolprobioticreviews.blogspot.ca/","J-M-N","Eastern Time (US & Canada)","en",-18000,1385,"Jeneva_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://buff.ly/2khuzRK","https://t.co/jsOR0xidE7"
"45","RT @muvasid: I'm mean asf when it comes to my nigga , especially with these friendly ass females ������ I'll smack tf out of them.",504,FALSE,FALSE,"832348849457000449",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Thu Feb 16 22:00:04 +0000 2017",NA,NA,"en",131,FALSE,"Michigan ","565716226","instagram : YucciKnox .",TRUE,"Sat Apr 28 20:17:59 +0000 2012",60818,40695,1596,FALSE,NA,"Yulmarie.","Central Time (US & Canada)","en",-21600,11557,"YucciKnox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","RT @AlorranM: @CorreaJeff97 @ReinaldoTaina @raysantosl tomou, pô.",1,FALSE,FALSE,"832348853672239107",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:05 +0000 2017",NA,NA,"pt",0,FALSE,NA,"3203459788",NA,TRUE,"Sat Apr 25 03:36:08 +0000 2015",2197,344,2515,FALSE,NA,"Ray",NA,"pt",NA,236,"raysantosl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","RT @apptownfunk: Mom-O-Bot • mother replacement/drinks wine/gives backhanded compliments/says kind of racist stuff/lives forever (WASP vers…",77,FALSE,FALSE,"832348841072525312",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Thu Feb 16 22:00:02 +0000 2017",NA,NA,"en",9,FALSE,"Portsmouth, VA","763252636216860672","College Football Golf MLB MMA NBA NFL Olympics Sports Sports Commentary Tennis",TRUE,"Wed Aug 10 05:56:23 +0000 2016",3650,3025,1925,FALSE,NA,"Major Sports Alerts",NA,"en",NA,4930,"sports___alerts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","おはようなのです♪",0,FALSE,FALSE,"832348841080807424",NA,"<a href=""http://sp.pf.mbga.jp/12010803/?url=http://n3app.nanohain.com/player/profile?id=73164907"" rel=""nofollow"">Lyritter</a>",FALSE,"Thu Feb 16 22:00:02 +0000 2017",NA,NA,"ja",66,FALSE,"八束神社","233248794","少し直しました。
規制垢:@ReinforceZwei_
リインフォース:@Reinforce_I
作った人:@reinforchu",TRUE,"Sun Jan 02 18:47:39 +0000 2011",527117,2952,35776,FALSE,"http://reinforce-zwei.net/","リインちゃん","Tokyo","ja",32400,2266,"Reinforce_II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","RT @skar7tv: What",73,FALSE,FALSE,"832348857845633032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",4,FALSE,NA,"760224020772061184","Its Me",FALSE,"Mon Aug 01 21:21:45 +0000 2016",402,2653,393,FALSE,NA,"Justin Timberlake","Pacific Time (US & Canada)","en",-28800,23,"ryderabigail191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","｜ω・`)
｜⊂
Wikipediaによるならば、音痴であるらしい。",0,FALSE,FALSE,"832348857858035713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"ja",0,FALSE,"ムーみン谷","1252096298","冬とTULLY'S COFFEE。",FALSE,"Fri Mar 08 15:56:44 +0000 2013",7547,78,903,FALSE,NA,"ちくわんぬ。",NA,"ja",NA,85,"chikuwa1444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","RT @anxietyisme: it drives me insane when someone else has your attention",431,FALSE,FALSE,"832348857828798465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",0,FALSE,"United States","826886338809040896","snap~paigewood8 instagram~paige__mathewson",FALSE,"Wed Feb 01 20:14:00 +0000 2017",28,48,172,FALSE,NA,"Paige Mathewson",NA,"en",NA,54,"MathewsonPaige",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","keep on stalking ww fansites",0,FALSE,FALSE,"832348857866465280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",0,FALSE,"snap : jeypche","3171741800","Dreams and Disasters",TRUE,"Sat Apr 25 06:11:29 +0000 2015",49845,1078,11327,FALSE,"https://www.instagram.com/johnpinote_","hello","Pacific Time (US & Canada)","en",-28800,340,"johnpinote_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","YALL SHED BETTER BE OK OR IM SUING",0,FALSE,FALSE,"832348857841418241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",15,FALSE,NA,"991238521","Spreading positivity and pettiness",TRUE,"Wed Dec 05 15:56:28 +0000 2012",50756,4987,18553,FALSE,NA,"Zoe","London","en",0,3166,"tipsyformgc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","The Crowded Room #21  #freelance https://t.co/CcDacaOGtL",0,FALSE,FALSE,"832348857866412032",NA,"<a href=""http://crowdfundsharing.com/"" rel=""nofollow"">CFSharing</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",49,FALSE,"Global","4720291722","We love sharing all things Crowdfunding.",FALSE,"Wed Jan 06 21:43:12 +0000 2016",1494,364,3787,FALSE,"http://www.CrowdFundSharing.com","CrowdFund Sharing","Central Time (US & Canada)","en",-21600,422,"CFSharing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://youtu.be/-Keo7H6gzDY","https://t.co/CcDacaOGtL"
"55","Conoce todos nuestros productos con un 25% de descuento durante la Gran Venta Promerica. #SiEsOfficeEsDepot... https://t.co/QCgpP1VJMq",0,FALSE,FALSE,"832348857828642816",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"es",0,FALSE,"Honduras","1225616412","Tecnología, papelería y muebles",FALSE,"Wed Feb 27 17:18:54 +0000 2013",494,177,0,FALSE,"http://www.officedepot.com.hn","OfficeDepot Honduras","Eastern Time (US & Canada)","en",-18000,51,"OfficeDepotHn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fb.me/1a0UkiMUx","https://t.co/QCgpP1VJMq"
"56","甘いもの……好きだよ……(そわっ)",0,FALSE,FALSE,"832348857853816833",NA,"<a href=""http://makebot.sh/"" rel=""nofollow"">bertoltter</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"ja",28,FALSE,"机の上","1405278217","あなたの事が大好きな手の平サイズのちっちゃいベルトルトの非公式半自動botです。大体7cmぐらい。フォロバは手動です。腐要素はあまりないです。アイコンとヘッダーは頂き物です。あざといめ。",FALSE,"Sun May 05 14:58:17 +0000 2013",133436,364,1521,FALSE,"http://twpf.jp/little_bertolt","手乗りベルトルト＠自動","Irkutsk","ja",28800,365,"little_bertolt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Por que o mundo ainda não acabou?",0,FALSE,FALSE,"832348857828855813",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"pt",1,FALSE,"Hogwarts ","721038251071533056","iai ☀ tudo bueno?",FALSE,"Fri Apr 15 18:11:30 +0000 2016",806,120,378,FALSE,NA,"The One","Pacific Time (US & Canada)","pt",-28800,309,"oopspotterhead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","bitmez bitemez",0,FALSE,FALSE,"832348857845547008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"tr",0,FALSE,NA,"767412295110647809","senden sonra susturamadım yüreğimin yangınlarını",FALSE,"Sun Aug 21 17:25:23 +0000 2016",74,12,0,FALSE,NA,"ık.",NA,"tr",NA,0,"giderekalirlar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Germaine de Randamie, elindeki sakatlığın boyutunu henüz tam olarak bilmediklerini fakat bu sakatlığın kendisini çok zorladığını söyledi.",0,FALSE,FALSE,"832348857832964096","mmagunlugu","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017","832347815758159872","4827667436","tr",8,FALSE,NA,"4827667436","MMA ve diğer dövüş sporlarından son gelişmeler.",FALSE,"Thu Jan 28 23:27:23 +0000 2016",4251,1137,27,FALSE,"http://www.mmagunlugu.com","MMA Günlüğü","Istanbul","tr",7200,320,"mmagunlugu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","^Your PowerPoint pres is the face of your company. Make people love it online. https://t.co/THbSbflnIV",0,FALSE,FALSE,"832348857862279168",NA,"<a href=""http://twt.gfx.com"" rel=""nofollow"">TweetoolsGFX</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",86,FALSE,"Silicon Valley","48548965","I’m dedicated to helping people use PowerPoint at a whole new level. Presentations can be interesting and exciting. Let’s make it happen!",FALSE,"Fri Jun 19 00:27:44 +0000 2009",49870,6207,0,FALSE,NA,"Matt Varnum","Pacific Time (US & Canada)","en",-28800,6785,"pptexpert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tinyurl.com/kt68hp","https://t.co/THbSbflnIV"
"61","RT @mo0on__n: صورة توضح اللغات الأكثر انتشاراً في العالم وعدد الناطقين بها .. https://t.co/epvMq2CEu6",41,FALSE,FALSE,"832348857841352704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"ar",6,FALSE,"أقدم استشارات أسريه ","767861591501074436","حاب/ه تعلن في حسابي راح يكون الاعلان مجاني مقابل تجربة المنتجات للمشاريع والاسر المنتجه الناشئه * حياكم بالخاص * اقدم استشارات اسريه مجانا لوجه الله ������",FALSE,"Mon Aug 22 23:10:44 +0000 2016",1548,2399,78,FALSE,NA,"سوما",NA,"ar",NA,2359,"as_maa14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","RT @BizzlesBluntss: My man������������ packing stadiums full of Beliebers ������ I'm so proud of him #Beliebers #BestFanArmy #iHeartAwards https://t.co/Sb…",2,FALSE,FALSE,"832348857853939713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",15,FALSE,"@justinbieber follows ","792343914724417536","●JustinAlways●
Justin Follows������",FALSE,"Sat Oct 29 12:34:45 +0000 2016",24967,678,2038,FALSE,NA,"Justin������������",NA,"en",NA,198,"Justin94Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","https://t.co/UMgV8YhlA9
اكتبولي يلاا زي ما كتبتلكوا❤☹️",0,FALSE,FALSE,"832348857853997057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"ar",7,FALSE,NA,"3449314643","18-10❤هاكونا ماتاتا | لما اصير رئيس بكتب بيو snap :adeeb.71",TRUE,"Wed Aug 26 17:53:51 +0000 2015",30876,2910,6804,FALSE,"http://sayat.me/adeeb971","ADEEB⚠️تيمون❣",NA,"ar",NA,722,"FawazAdeeb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://sayat.me/adeeb971","https://t.co/UMgV8YhlA9"
"64","@criskaramirez @chloe_arrojado @bielmagdaraog  GO MGA BAKLAAAA!!!!",0,FALSE,FALSE,"832348857849700352","criskaramirez","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017","832197709289238528","774173548885573632","tl",0,FALSE,"PH","1962903186","a realist lurking on her wildest fantasies",TRUE,"Tue Oct 15 16:06:25 +0000 2013",15764,670,5407,FALSE,NA,"liv","Beijing","en",28800,565,"GreganaMoresa_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","RT @BetoMeddis: #HablaMacri Bien el periodista de Mendoza. Ahora fijate la respuesta. Bajo la inflación, hay obras. Basta me saco es un hij…",3,FALSE,FALSE,"832348857837187072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"es",4,FALSE,NA,"4884387141",NA,FALSE,"Sun Feb 07 10:51:06 +0000 2016",6093,508,588,FALSE,NA,"Cristian Vazquez",NA,"es",NA,2153,"cristia2259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","maraming salamat sa walang sawang pag papatawad samin Ama.
Tunay pong napakabuti nyo sa amin. maraming Salamat... https://t.co/ZmWvpRoYp6",0,FALSE,FALSE,"832348857837223942",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"tl",1,FALSE,"Promise land","3893025079","im just a strong girl with a fvck you attitude.",TRUE,"Wed Oct 14 15:26:32 +0000 2015",17647,27,409,FALSE,NA,"Maj Martinez",NA,"en",NA,316,"JTshearts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fb.me/8olHyWUOu","https://t.co/ZmWvpRoYp6"
"67","Doctor Finds Live Fish Moving In Man�s Throat, But -- https://t.co/8gKNYuZvVm",0,FALSE,FALSE,"832348857849745408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",2,FALSE,"Grand Rapids","814687983815139328",NA,FALSE,"Fri Dec 30 04:22:06 +0000 2016",4468,726,0,FALSE,NA,"Ashlee Ronayne",NA,"en",NA,4073,"ashlee_ronayne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://savingzev.feedsance.us/client/eVVWe/enryP/b2kOJ/WqlvJ","https://t.co/8gKNYuZvVm"
"68","هاتريك في 21 دقيقة (تاثير محمد صلاح) #R4ELive",0,FALSE,FALSE,"832348857853939712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"ar",4,FALSE,"Riyadh,Ksa","569149652","“Whenever you have the chance to play with Atlético’s shirt, you have to give your all” 
➡️",TRUE,"Wed May 02 14:32:21 +0000 2012",1229,120,7537,FALSE,NA,"¬Eman¬","Baghdad","en",10800,127,"Eman_Moe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","https://t.co/CoAFcz23gZ",0,FALSE,FALSE,"832348857849802752",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"und",21,FALSE,"Liverpool,UK","32842978","Game lover from Liverpool, writer and geek also cookie monster!!!",TRUE,"Sat Apr 18 09:42:07 +0000 2009",30004,621,2305,FALSE,"https://www.facebook.com/delpoi","Stephen Blythe ♏","Casablanca","en",0,1295,"delpoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://fb.me/6ombpYfcE","https://t.co/CoAFcz23gZ"
"70","RT @challxn: When u barley licked the tip and he nuts https://t.co/8tLogUKOJL",191,FALSE,FALSE,"832348857849745409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",2,FALSE,"satx","2594189006",".",TRUE,"Sun Jun 29 04:25:28 +0000 2014",9507,424,2985,FALSE,NA,"Myel",NA,"en",NA,408,"Unapvlvgetic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","(قل لا يعلم من في السماوات والأرض الغيب إلا الله وما يشعرون أيان يبعثون) [النمل:65] https://t.co/p0Hl2AvbeU",0,FALSE,FALSE,"832348857853935616",NA,"<a href=""http://qurani.tv"" rel=""nofollow"">تطبيق قرآني</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"ar",0,FALSE,NA,"2879303216",NA,FALSE,"Mon Oct 27 09:35:19 +0000 2014",9832,15,64,FALSE,NA,"7.s",NA,"ar",NA,11,"5f6FsFtd6L2ic6a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://du3a.org","https://t.co/p0Hl2AvbeU"
"72","さあ？こういうのお払い箱とかいうんでしょうか。残念です",0,FALSE,FALSE,"832348857853997056",NA,"<a href=""https://twitter.com/beta_bot_"" rel=""nofollow"">protocol_omega2.0</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"ja",28,FALSE,"未来","591802580","イナズマイレブンGOクロノ･ストーンに登場する非公式botです。リプライで遊びたい人向け。URL必読。ドリム@drim_bot　ダーナ@dana_bot_　ネイラ@neira_bot_　クオル@kual__bot　諸葛孔明@koumei__bot　シンジャミ@xinjami_bot",FALSE,"Sun May 27 12:57:38 +0000 2012",543040,2036,25,FALSE,"http://twpf.jp/beta_bot_","ベータ","Tokyo","ja",32400,1229,"beta_bot_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Will Ferrell &amp; Amy Poehler Host Underground Casino For ‘The House’ Trailer

Watch here: https://t.co/FPyWIA2mjk https://t.co/20piwwrdfk",0,FALSE,FALSE,"832348857828679680",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",188,FALSE,NA,"20811447","Where homos dish everything.",FALSE,"Fri Feb 13 22:03:18 +0000 2009",31172,6402,122,FALSE,"http://www.homorazzi.com","Homorazzi","Alaska","en",-32400,1103,"Homorazzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://goo.gl/WRO7XX","https://t.co/FPyWIA2mjk"
"74","RT @___NaomiB: Private life happy life. ������",13,FALSE,FALSE,"832348857866584065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"en",4,FALSE,"Boston, MA","497328535","levels bbyyyyy������",TRUE,"Sun Feb 19 21:35:32 +0000 2012",54389,817,7020,FALSE,NA,"jenelle","Arizona","en",-25200,565,"_jenellle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","RT @ConElMazoDando: ¡Clarito! Acnur agradeció a Venezuela por acoger a refugiados colombianos https://t.co/32XzDj4KyJ https://t.co/ELkHGqhL…",5,FALSE,FALSE,"832348857845551104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Feb 16 22:00:06 +0000 2017",NA,NA,"es",0,FALSE,NA,"3537906915","Reducción del congreso y 50% menos de salarió",TRUE,"Thu Sep 03 21:29:45 +0000 2015",288,81,137,FALSE,NA,"yolith",NA,"es",NA,89,"yolithcampo1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://wp.me/p7jxjR-pNA","https://t.co/32XzDj4KyJ"
